101.33,101.33,101.32,101.31,101.19,100.44,95.882,77.482,49.467,31.109,21.415,15.957,12.582,10.326,8.7257,7.5383,6.6252,5.9027,5.3177,4.835,4.4302,4.0862,3.7903,3.5331,3.3077,3.1086,2.9313,2.7726,2.6297,2.5003,2.3827,2.2753,2.1768,2.0862,2.0026,1.9252,1.8533,1.7863,1.7238,1.6654,1.6106,1.5592,1.5107,1.4651,1.4219,1.3811,1.3425,1.3058,1.2709,1.2378,1.2062,1.1761,1.1473,1.1198,1.0935,1.0683,1.0442,1.021,0.99872,0.97732,0.95673,0.9369,0.9178,0.89938,0.8816,0.86443,0.84784,0.83179,0.81627,0.80124,0.78668,0.77256,0.75887,0.74559,0.73269,0.72015,0.70797,0.69613,0.6846,0.67338,0.66245,0.6518,0.64143,0.6313,0.62143,0.61179,0.60238,0.59318,0.58419,0.5754,0.56681,0.5584,0.55017,0.5421,0.5342,0.52646,0.51887,0.51143,0.50412,0.49695
101.01,101.01,101.01,100.99,100.87,100.13,95.581,77.24,49.313,31.013,21.35,15.91,12.545,10.296,8.7008,7.5171,6.6069,5.8868,5.3037,4.8225,4.419,4.076,3.7811,3.5248,3.3001,3.1016,2.9249,2.7667,2.6242,2.4953,2.3781,2.271,2.1729,2.0826,1.9992,1.922,1.8504,1.7837,1.7214,1.6632,1.6086,1.5573,1.509,1.4635,1.4206,1.3799,1.3414,1.3048,1.2701,1.2371,1.2056,1.1756,1.147,1.1196,1.0934,1.0683,1.0442,1.0211,0.99896,0.97765,0.95714,0.9374,0.91838,0.90003,0.88233,0.86524,0.84873,0.83276,0.8173,0.80235,0.78785,0.77381,0.76019,0.74697,0.73413,0.72167,0.70955,0.69777,0.6863,0.67515,0.66428,0.6537,0.64338,0.63332,0.6235,0.61392,0.60457,0.59543,0.58651,0.57778,0.56924,0.56089,0.55272,0.54471,0.53687,0.52919,0.52166,0.51427,0.50703,0.49992
100.99,100.98,100.98,100.96,100.85,100.11,95.558,77.222,49.303,31.008,21.348,15.909,12.545,10.297,8.7021,7.5189,6.6089,5.889,5.306,4.825,4.4217,4.0788,3.784,3.5278,3.3032,3.1047,2.9281,2.77,2.6276,2.4987,2.3815,2.2745,2.1764,2.0862,2.0028,1.9257,1.8541,1.7874,1.7252,1.667,1.6125,1.5612,1.513,1.4675,1.4246,1.384,1.3455,1.309,1.2743,1.2413,1.2099,1.1799,1.1513,1.1239,1.0978,1.0727,1.0487,1.0256,1.0035,0.98221,0.96174,0.94203,0.92304,0.90474,0.88707,0.87002,0.85354,0.83761,0.82219,0.80727,0.79282,0.77881,0.76523,0.75205,0.73926,0.72683,0.71475,0.70301,0.69159,0.68047,0.66965,0.65911,0.64883,0.63882,0.62905,0.61951,0.6102,0.60111,0.59223,0.58355,0.57506,0.56676,0.55864,0.55068,0.54289,0.53526,0.52778,0.52045,0.51326,0.50621
100.76,100.76,100.76,100.74,100.62,99.881,95.345,77.05,49.195,30.942,21.303,15.877,12.521,10.277,8.6861,7.5055,6.5977,5.8794,5.2978,4.8178,4.4154,4.0734,3.7792,3.5236,3.2995,3.1016,2.9254,2.7676,2.6256,2.497,2.3801,2.2734,2.1755,2.0855,2.0024,1.9255,1.854,1.7875,1.7255,1.6674,1.613,1.5619,1.5138,1.4685,1.4257,1.3852,1.3468,1.3104,1.2758,1.2429,1.2116,1.1817,1.1532,1.1259,1.0999,1.0749,1.0509,1.028,1.0059,0.98471,0.96432,0.94469,0.92578,0.90754,0.88995,0.87297,0.85656,0.84069,0.82535,0.81049,0.79611,0.78216,0.76865,0.75553,0.7428,0.73044,0.71843,0.70675,0.69539,0.68434,0.67358,0.6631,0.65289,0.64294,0.63323,0.62376,0.61451,0.60549,0.59667,0.58805,0.57963,0.57139,0.56333,0.55544,0.54771,0.54015,0.53274,0.52547,0.51835,0.51136
100.33,100.33,100.33,100.31,100.2,99.457,94.94,76.724,48.987,30.812,21.214,15.811,12.469,10.235,8.6512,7.4757,6.5717,5.8565,5.2774,4.7995,4.3988,4.0583,3.7654,3.5109,3.2878,3.0906,2.9152,2.7581,2.6167,2.4887,2.3723,2.266,2.1686,2.079,1.9963,1.9197,1.8486,1.7824,1.7206,1.6628,1.6086,1.5578,1.5099,1.4648,1.4221,1.3818,1.3436,1.3074,1.273,1.2402,1.209,1.1793,1.1509,1.1238,1.0978,1.073,1.0492,1.0263,1.0044,0.98328,0.96299,0.94346,0.92465,0.90651,0.88901,0.87212,0.8558,0.84002,0.82476,0.80999,0.79568,0.78182,0.76838,0.75534,0.74268,0.7304,0.71846,0.70685,0.69556,0.68458,0.67389,0.66348,0.65333,0.64344,0.6338,0.62439,0.61521,0.60625,0.5975,0.58894,0.58058,0.5724,0.5644,0.55657,0.54891,0.54141,0.53405,0.52685,0.51978,0.51286
100.36,100.36,100.35,100.34,100.22,99.483,94.965,76.744,49.001,30.822,21.222,15.817,12.475,10.241,8.6561,7.4803,6.5761,5.8607,5.2815,4.8035,4.4028,4.0621,3.7692,3.5146,3.2915,3.0943,2.9189,2.7618,2.6203,2.4923,2.3759,2.2696,2.1722,2.0826,1.9998,1.9232,1.8521,1.7859,1.7242,1.6664,1.6122,1.5614,1.5135,1.4684,1.4258,1.3854,1.3473,1.311,1.2766,1.2439,1.2127,1.183,1.1546,1.1275,1.1016,1.0768,1.0529,1.0301,1.0082,0.98711,0.96684,0.94732,0.92853,0.91041,0.89293,0.87605,0.85975,0.844,0.82876,0.81401,0.79972,0.78588,0.77247,0.75945,0.74682,0.73456,0.72264,0.71106,0.6998,0.68884,0.67818,0.66779,0.65768,0.64782,0.6382,0.62883,0.61967,0.61074,0.60202,0.59349,0.58516,0.57702,0.56905,0.56126,0.55363,0.54616,0.53884,0.53167,0.52465,0.51776
100.54,100.53,100.53,100.51,100.4,99.659,95.133,76.881,49.09,30.879,21.263,15.849,12.501,10.262,8.675,7.4972,6.5915,5.8749,5.2947,4.8159,4.4145,4.0733,3.7798,3.5249,3.3014,3.1039,2.9282,2.7708,2.6291,2.5009,2.3844,2.2779,2.1803,2.0906,2.0077,1.931,1.8598,1.7935,1.7317,1.6738,1.6196,1.5687,1.5207,1.4755,1.4329,1.3925,1.3543,1.3181,1.2836,1.2509,1.2197,1.1899,1.1615,1.1344,1.1084,1.0836,1.0598,1.0369,1.015,0.99392,0.97364,0.95413,0.93533,0.91721,0.89974,0.88287,0.86657,0.85082,0.83559,0.82085,0.80658,0.79276,0.77935,0.76635,0.75374,0.74149,0.7296,0.71803,0.70679,0.69586,0.68522,0.67486,0.66477,0.65493,0.64535,0.636,0.62688,0.61797,0.60928,0.60079,0.59249,0.58438,0.57645,0.5687,0.56111,0.55367,0.5464,0.53927,0.53229,0.52544
100.31,100.31,100.31,100.29,100.18,99.435,94.92,76.709,48.981,30.812,21.217,15.816,12.475,10.242,8.6584,7.4833,6.5797,5.8647,5.2859,4.8082,4.4077,4.0673,3.7745,3.5201,3.2972,3.1001,2.9248,2.7679,2.6265,2.4986,2.3823,2.2762,2.1788,2.0893,2.0066,1.9301,1.8591,1.793,1.7313,1.6736,1.6195,1.5687,1.5209,1.4759,1.4333,1.3931,1.355,1.3188,1.2845,1.2518,1.2207,1.191,1.1627,1.1357,1.1098,1.0851,1.0613,1.0385,1.0167,0.99568,0.97547,0.95603,0.9373,0.91925,0.90184,0.88504,0.86881,0.85312,0.83795,0.82328,0.80906,0.7953,0.78195,0.76901,0.75646,0.74427,0.73243,0.72093,0.70974,0.69887,0.68828,0.67798,0.66794,0.65817,0.64864,0.63935,0.63028,0.62143,0.6128,0.60436,0.59613,0.58807,0.5802,0.5725,0.56497,0.55759,0.55037,0.54331,0.53638,0.52959
100.04,100.04,100.03,100.02,99.903,99.165,94.662,76.501,48.85,30.73,21.162,15.776,12.444,10.217,8.6379,7.466,6.5649,5.8519,5.2747,4.7983,4.399,4.0595,3.7676,3.5139,3.2915,3.0951,2.9203,2.7638,2.6228,2.4953,2.3794,2.2735,2.1764,2.0872,2.0048,1.9285,1.8577,1.7917,1.7302,1.6727,1.6188,1.5682,1.5205,1.4756,1.4332,1.3931,1.3551,1.3191,1.2849,1.2523,1.2213,1.1918,1.1636,1.1366,1.1109,1.0862,1.0625,1.0398,1.0181,0.99714,0.97702,0.95766,0.93901,0.92104,0.9037,0.88697,0.87082,0.8552,0.8401,0.8255,0.81135,0.79766,0.78438,0.77151,0.75902,0.74689,0.73512,0.72368,0.71256,0.70175,0.69123,0.68099,0.67101,0.6613,0.65183,0.6426,0.6336,0.62482,0.61624,0.60787,0.59969,0.5917,0.58389,0.57626,0.56879,0.56148,0.55432,0.54732,0.54045,0.53373
99.622,99.622,99.619,99.601,99.489,98.754,94.27,76.185,48.649,30.605,21.077,15.712,12.395,10.177,8.6046,7.4377,6.5403,5.8303,5.2555,4.7811,4.3834,4.0454,3.7547,3.5021,3.2807,3.0851,2.911,2.7552,2.6148,2.4879,2.3724,2.267,2.1704,2.0815,1.9994,1.9235,1.853,1.7874,1.7261,1.6689,1.6152,1.5648,1.5174,1.4726,1.4304,1.3905,1.3527,1.3168,1.2828,1.2504,1.2195,1.1901,1.1621,1.1353,1.1096,1.0851,1.0615,1.039,1.0173,0.99648,0.97647,0.95721,0.93866,0.92078,0.90354,0.88691,0.87084,0.85531,0.8403,0.82578,0.81172,0.79811,0.78491,0.77212,0.75971,0.74766,0.73596,0.7246,0.71355,0.70281,0.69236,0.68219,0.67229,0.66265,0.65325,0.64409,0.63516,0.62644,0.61794,0.60963,0.60152,0.5936,0.58585,0.57828,0.57088,0.56363,0.55655,0.54961,0.54281,0.53615
